,Unnamed: 0,squareMeters,numberOfRooms,hasYard,hasPool,floors,cityCode,cityPartRange,numPrevOwners,made,isNewBuilt,hasStormProtector,basement,attic,garage,hasStorageRoom,hasGuestRoom,price,category
6196,6196,72959,75.0,0.0,0.0,59.0,80759.0,1.0,10.0,2018.0,1,1,9490.0,8059.0,319.0,1.0,8,7297849.8,Basic
6197,6197,54717,52.0,1.0,1.0,3.0,67749.0,3.0,6.0,2019.0,0,1,8650.0,6539.0,424.0,1.0,7,5478930.9,Basic
6198,6198,82196,64.0,1.0,1.0,28.0,99620.0,3.0,1.0,1990.0,0,1,5632.0,1470.0,167.0,0.0,4,8227719.0,Basic
6199,6199,60656,82.0,1.0,1.0,76.0,91331.0,3.0,7.0,2014.0,1,1,5507.0,6322.0,205.0,1.0,4,6074331.4,Luxury
6200,6200,93325,38.0,1.0,1.0,73.0,43015.0,9.0,10.0,2000.0,1,1,7511.0,5398.0,626.0,0.0,0,9346064.0,Luxury
6201,6201,77211,47.0,0.0,1.0,84.0,2192.0,7.0,9.0,2006.0,0,1,5620.0,7860.0,554.0,1.0,4,7725844.6,Basic
6202,6202,24519,54.0,0.0,1.0,3.0,5764.0,8.0,4.0,2001.0,0,1,6797.0,1146.0,658.0,1.0,3,2456369.1,Basic
6203,6203,59564,62.0,1.0,1.0,17.0,72033.0,1.0,3.0,2000.0,0,1,705.0,6703.0,515.0,1.0,1,5962905.0,Basic
6204,6204,38704,27.0,1.0,1.0,65.0,28559.0,2.0,1.0,1998.0,0,1,4998.0,2899.0,960.0,1.0,5,3882049.8,Basic
6205,6205,30159,16.0,1.0,0.0,9.0,67587.0,9.0,6.0,2013.0,1,0,7204.0,1534.0,520.0,1.0,6,3021149.3,Basic
6206,6206,14513,22.0,1.0,0.0,98.0,71530.0,7.0,1.0,2005.0,1,0,4013.0,1943.0,246.0,0.0,3,1458582.5,Basic
6207,6207,71787,80.0,1.0,0.0,16.0,95501.0,7.0,3.0,2008.0,0,1,2080.0,1510.0,289.0,1.0,8,7182473.8,Basic
6208,6208,52287,45.0,1.0,1.0,33.0,84580.0,6.0,6.0,2003.0,0,1,4820.0,8100.0,422.0,1.0,8,5233872.3,Basic
6209,6209,46731,76.0,0.0,1.0,92.0,36532.0,5.0,6.0,1997.0,0,0,2118.0,7311.0,757.0,0.0,1,4683103.7,Basic
6210,6210,42907,62.0,0.0,0.0,93.0,15928.0,3.0,4.0,2013.0,0,1,1883.0,3317.0,415.0,0.0,1,4296273.3,Basic
6211,6211,5725,16.0,1.0,0.0,21.0,13057.0,3.0,9.0,2009.0,1,1,4343.0,7107.0,498.0,1.0,6,576509.9,Basic
6212,6212,1308,38.0,1.0,0.0,68.0,92571.0,9.0,3.0,2005.0,0,1,8261.0,195.0,772.0,1.0,7,141631.5,Basic
6213,6213,14099,88.0,1.0,1.0,4.0,94875.0,9.0,4.0,2019.0,0,0,5603.0,4091.0,417.0,1.0,10,1417841.9,Basic
6214,6214,79229,38.0,0.0,0.0,89.0,30730.0,3.0,1.0,1990.0,0,1,7538.0,144.0,134.0,1.0,10,7930035.0,Basic
6215,6215,19911,8.0,1.0,1.0,22.0,14792.0,9.0,4.0,2016.0,0,1,5802.0,6327.0,623.0,0.0,8,1997090.6,Basic
6216,6216,92438,35.0,1.0,0.0,99.0,23151.0,7.0,5.0,2005.0,1,0,374.0,2440.0,160.0,1.0,9,9255862.5,Basic
6217,6217,61562,52.0,1.0,0.0,87.0,24.0,7.0,10.0,1991.0,1,0,32.0,2797.0,873.0,0.0,7,6164454.1,Basic
6218,6218,35562,80.0,0.0,1.0,58.0,35855.0,3.0,6.0,2001.0,0,0,6235.0,5507.0,800.0,1.0,7,3560786.1,Basic
6219,6219,70896,81.0,0.0,0.0,96.0,99194.0,6.0,6.0,1990.0,1,0,497.0,2114.0,869.0,0.0,3,7098171.0,Basic
6220,6220,33971,30.0,1.0,1.0,60.0,29088.0,5.0,4.0,2005.0,0,1,5221.0,2937.0,429.0,0.0,1,3403509.5,Basic
6221,6221,37134,83.0,1.0,1.0,9.0,59284.0,7.0,1.0,2005.0,1,1,1826.0,6439.0,607.0,0.0,2,3718807.5,Luxury
6222,6222,87761,19.0,0.0,1.0,84.0,82241.0,4.0,6.0,1995.0,0,0,8498.0,7376.0,985.0,0.0,5,8780796.5,Basic
6223,6223,35894,5.0,0.0,1.0,73.0,25953.0,2.0,3.0,1999.0,1,1,868.0,3420.0,627.0,1.0,0,3596400.9,Basic
6224,6224,18536,7.0,0.0,0.0,28.0,35411.0,1.0,10.0,1994.0,0,1,7513.0,4973.0,465.0,0.0,2,1856793.4,Basic
6225,6225,71588,89.0,0.0,0.0,21.0,2882.0,3.0,7.0,2012.0,1,0,1540.0,5378.0,318.0,1.0,5,7161052.2,Basic
6226,6226,59749,57.0,1.0,1.0,24.0,45924.0,10.0,6.0,1998.0,0,0,1405.0,2702.0,938.0,0.0,3,5981892.8,Basic
6227,6227,15434,21.0,0.0,1.0,67.0,24854.0,6.0,2.0,1995.0,0,0,4437.0,3913.0,130.0,1.0,6,1547287.5,Basic
6228,6228,4351,2.0,0.0,0.0,10.0,45952.0,7.0,1.0,1997.0,1,0,9610.0,6846.0,918.0,0.0,8,436269.7,Basic
6229,6229,7923,31.0,1.0,1.0,1.0,83587.0,10.0,10.0,2001.0,1,1,7056.0,8383.0,531.0,1.0,10,799303.1,Luxury
6230,6230,45553,28.0,0.0,0.0,22.0,48640.0,1.0,8.0,2009.0,1,1,6510.0,5721.0,402.0,0.0,6,4557358.9,Basic
6231,6231,66738,7.0,1.0,0.0,19.0,32977.0,4.0,8.0,1995.0,1,1,4510.0,2284.0,726.0,1.0,9,6680395.5,Basic
6232,6232,26169,29.0,0.0,0.0,62.0,66489.0,9.0,7.0,1993.0,0,1,7918.0,187.0,919.0,1.0,9,2622399.3,Basic
6233,6233,40926,15.0,0.0,0.0,71.0,70316.0,9.0,10.0,2009.0,0,0,5434.0,3707.0,335.0,1.0,4,4098433.9,Basic
6234,6234,89172,65.0,0.0,0.0,84.0,66937.0,9.0,9.0,2016.0,1,0,2187.0,3283.0,769.0,0.0,4,8919647.6,Basic
6235,6235,77309,46.0,1.0,0.0,71.0,14269.0,5.0,7.0,2020.0,0,0,5734.0,5357.0,389.0,1.0,3,7735889.0,Basic
6236,6236,29001,49.0,1.0,1.0,72.0,14536.0,7.0,10.0,1994.0,0,0,1526.0,8164.0,202.0,0.0,5,2912635.4,Basic
6237,6237,74490,56.0,1.0,0.0,14.0,97806.0,5.0,3.0,2002.0,0,0,197.0,1068.0,405.0,0.0,8,7454646.2,Basic
6238,6238,66370,15.0,0.0,0.0,20.0,7190.0,4.0,3.0,2002.0,0,0,5358.0,5636.0,962.0,0.0,7,6638720.2,Basic
6239,6239,34485,13.0,1.0,1.0,83.0,98141.0,1.0,6.0,1993.0,1,1,347.0,5791.0,547.0,1.0,6,3460379.3,Luxury
6240,6240,71691,54.0,1.0,1.0,65.0,99381.0,8.0,10.0,1990.0,0,1,7728.0,9643.0,800.0,1.0,10,7176793.0,Basic
6241,6241,38758,47.0,1.0,0.0,13.0,21669.0,2.0,10.0,2001.0,0,0,7089.0,4736.0,429.0,1.0,6,3879708.1,Basic
6242,6242,56284,58.0,1.0,0.0,5.0,42113.0,8.0,10.0,2019.0,0,0,2349.0,8390.0,372.0,0.0,6,5632964.9,Basic
6243,6243,79767,86.0,1.0,0.0,17.0,89482.0,8.0,6.0,2013.0,0,0,4962.0,8544.0,429.0,1.0,6,7981643.3,Basic
6244,6244,23409,45.0,1.0,0.0,55.0,92659.0,6.0,2.0,2002.0,1,0,151.0,6900.0,971.0,0.0,4,2345459.2,Basic
6245,6245,46945,58.0,0.0,0.0,69.0,99400.0,8.0,4.0,2005.0,1,1,2297.0,3852.0,708.0,1.0,8,4702331.5,Basic
6246,6246,33709,31.0,1.0,1.0,7.0,30647.0,3.0,5.0,1997.0,0,0,3797.0,4990.0,461.0,0.0,5,3378877.7,Basic
6247,6247,18106,34.0,0.0,1.0,9.0,49702.0,6.0,9.0,1995.0,0,0,8002.0,8839.0,715.0,0.0,9,1813621.5,Basic
6248,6248,34830,92.0,1.0,0.0,85.0,74921.0,3.0,4.0,2003.0,1,0,3930.0,3923.0,833.0,1.0,2,3488181.3,Basic
6249,6249,30896,94.0,0.0,0.0,40.0,26510.0,9.0,4.0,2014.0,1,0,2375.0,6784.0,353.0,0.0,0,3092891.4,Basic
6250,6250,2850,42.0,1.0,0.0,37.0,7039.0,2.0,3.0,2012.0,1,0,3800.0,4235.0,984.0,0.0,0,290875.2,Basic
6251,6251,55429,85.0,0.0,1.0,16.0,49044.0,2.0,4.0,2011.0,1,1,4549.0,1165.0,130.0,0.0,9,5547619.1,Basic
6252,6252,59036,70.0,0.0,0.0,96.0,55856.0,1.0,3.0,2010.0,0,1,2590.0,6174.0,339.0,1.0,4,5905107.0,Basic
6253,6253,30104,88.0,0.0,0.0,88.0,120.0,3.0,7.0,1996.0,0,1,3551.0,4051.0,577.0,1.0,5,3016757.6,Basic
6254,6254,31704,62.0,1.0,0.0,40.0,51559.0,9.0,1.0,2004.0,1,0,4848.0,5869.0,682.0,1.0,4,3174667.4,Basic
6255,6255,89280,63.0,0.0,0.0,11.0,90567.0,8.0,8.0,2020.0,1,1,7274.0,7335.0,465.0,1.0,9,8929255.0,Basic
6256,6256,75972,70.0,0.0,1.0,3.0,46878.0,10.0,5.0,2006.0,1,1,1197.0,2505.0,972.0,0.0,4,7601494.6,Basic
6257,6257,85134,65.0,0.0,1.0,94.0,33732.0,8.0,10.0,2018.0,0,0,9053.0,1150.0,846.0,0.0,1,8522625.8,Basic
6258,6258,88658,94.0,0.0,1.0,7.0,7457.0,10.0,6.0,2015.0,1,0,7508.0,1677.0,535.0,1.0,7,8869471.5,Basic
6259,6259,742,28.0,1.0,1.0,6.0,92580.0,8.0,6.0,1995.0,0,1,9552.0,8299.0,626.0,1.0,1,81336.5,Basic
6260,6260,84077,3.0,1.0,0.0,15.0,16401.0,4.0,5.0,1997.0,0,1,7329.0,2890.0,323.0,0.0,4,8412538.7,Basic
6261,6261,5178,17.0,0.0,1.0,100.0,19451.0,4.0,4.0,1990.0,0,0,7260.0,1845.0,266.0,1.0,4,527165.0,Basic
6262,6262,3261,7.0,1.0,0.0,52.0,96507.0,7.0,4.0,2013.0,1,0,6538.0,5379.0,172.0,0.0,2,333334.3,Basic
6263,6263,44847,13.0,1.0,1.0,60.0,20388.0,9.0,7.0,2012.0,0,0,7381.0,3335.0,669.0,1.0,2,4490655.2,Basic
6264,6264,62887,45.0,0.0,1.0,7.0,91125.0,4.0,3.0,1993.0,1,0,292.0,744.0,675.0,0.0,4,6293710.3,Basic
6265,6265,6881,69.0,1.0,1.0,15.0,76652.0,1.0,7.0,1996.0,1,0,379.0,3121.0,407.0,1.0,10,693986.6,Luxury
6266,6266,26162,32.0,0.0,1.0,61.0,11219.0,6.0,8.0,2001.0,1,1,3363.0,7080.0,476.0,1.0,7,2622100.1,Basic
6267,6267,81814,2.0,1.0,0.0,7.0,50931.0,5.0,8.0,2016.0,1,1,7677.0,1896.0,864.0,0.0,5,8184989.6,Basic
6268,6268,21167,27.0,1.0,0.0,66.0,49280.0,10.0,4.0,2013.0,0,0,4548.0,6383.0,625.0,0.0,9,2121941.3,Basic
6269,6269,89921,60.0,1.0,0.0,2.0,24597.0,10.0,6.0,2008.0,1,0,7541.0,3829.0,746.0,0.0,1,8995782.8,Basic
6270,6270,40680,92.0,1.0,0.0,50.0,3022.0,3.0,1.0,2003.0,0,1,2445.0,3663.0,326.0,1.0,3,4075291.3,Basic
6271,6271,61335,61.0,0.0,1.0,13.0,28259.0,7.0,4.0,2018.0,1,0,2805.0,1332.0,104.0,0.0,7,6137391.8,Basic
6272,6272,61557,89.0,1.0,0.0,51.0,2036.0,9.0,2.0,2011.0,0,0,5354.0,5011.0,528.0,0.0,6,6163797.1,Basic
6273,6273,89674,6.0,0.0,0.0,5.0,56815.0,6.0,2.0,2012.0,1,1,5673.0,3242.0,604.0,0.0,4,8968371.2,Basic
6274,6274,63086,91.0,0.0,0.0,49.0,61895.0,2.0,2.0,2013.0,0,0,9450.0,7398.0,333.0,0.0,10,6312576.3,Basic
6275,6275,78164,72.0,1.0,1.0,65.0,22037.0,9.0,9.0,1992.0,1,1,5115.0,5707.0,449.0,0.0,9,7823145.2,Luxury
6276,6276,24576,14.0,0.0,1.0,57.0,16200.0,2.0,4.0,1998.0,0,0,8363.0,5546.0,131.0,0.0,0,2461159.8,Basic
6277,6277,22663,24.0,0.0,1.0,37.0,85055.0,2.0,1.0,1998.0,0,0,6135.0,630.0,462.0,0.0,3,2271081.8,Basic
6278,6278,52671,38.0,0.0,0.0,37.0,20274.0,10.0,5.0,2000.0,0,1,6327.0,3918.0,419.0,0.0,8,5270960.0,Basic
6279,6279,26669,69.0,0.0,1.0,82.0,49351.0,5.0,5.0,2009.0,0,0,2089.0,2358.0,254.0,0.0,9,2671083.9,Basic
6280,6280,76485,47.0,1.0,0.0,9.0,90254.0,2.0,9.0,2008.0,1,0,2860.0,3129.0,982.0,0.0,1,7653300.8,Basic
6281,6281,53351,20.0,0.0,0.0,67.0,36797.0,7.0,2.0,1996.0,1,0,5269.0,82.0,588.0,1.0,1,5339199.6,Basic
6282,6282,93664,34.0,1.0,0.0,39.0,73912.0,7.0,3.0,2010.0,0,0,8170.0,6042.0,984.0,1.0,4,9371580.0,Basic
6283,6283,77460,95.0,0.0,1.0,23.0,56748.0,8.0,9.0,2008.0,0,1,9289.0,7172.0,951.0,1.0,2,7753079.8,Basic
6284,6284,28193,61.0,1.0,0.0,96.0,66975.0,9.0,5.0,2011.0,1,1,7652.0,3595.0,990.0,0.0,6,2833176.1,Basic
6285,6285,26479,71.0,1.0,1.0,99.0,61849.0,1.0,7.0,2009.0,1,0,4468.0,6440.0,210.0,1.0,2,2655657.9,Luxury
6286,6286,11027,5.0,0.0,0.0,10.0,45536.0,5.0,2.0,2001.0,1,0,3181.0,1291.0,198.0,1.0,0,1103790.1,Basic
6287,6287,74817,9.0,1.0,0.0,53.0,77016.0,4.0,8.0,1996.0,0,1,9036.0,507.0,709.0,0.0,7,7490782.6,Basic
6288,6288,41313,96.0,0.0,1.0,96.0,35091.0,10.0,2.0,2003.0,1,1,6342.0,5431.0,895.0,0.0,10,4144107.3,Basic
6289,6289,27279,37.0,1.0,1.0,57.0,8594.0,7.0,3.0,2003.0,1,1,1731.0,3408.0,215.0,1.0,4,2739499.3,Luxury
6290,6290,17467,30.0,1.0,0.0,25.0,63.0,3.0,3.0,2001.0,1,0,2930.0,5090.0,720.0,0.0,3,1751070.1,Basic
6291,6291,66687,95.0,1.0,0.0,21.0,17551.0,4.0,10.0,2000.0,0,1,3649.0,5983.0,926.0,0.0,4,6675401.0,Basic
6292,6292,22703,41.0,0.0,0.0,53.0,4234.0,8.0,1.0,2018.0,0,0,979.0,4694.0,487.0,1.0,0,2273445.8,Basic
6293,6293,77698,74.0,0.0,0.0,59.0,8996.0,7.0,9.0,2015.0,1,0,7418.0,4225.0,226.0,0.0,2,7772144.5,Basic
6294,6294,59928,100.0,0.0,0.0,76.0,21087.0,3.0,5.0,1994.0,0,1,9836.0,9337.0,530.0,1.0,1,5995097.4,Basic
6295,6295,4194,4.0,0.0,1.0,30.0,43027.0,6.0,1.0,1999.0,1,1,8359.0,4050.0,819.0,0.0,4,423479.9,Basic
6296,6296,2536,88.0,1.0,0.0,25.0,76785.0,10.0,5.0,2018.0,0,0,264.0,4785.0,669.0,1.0,0,258795.8,Basic
6297,6297,90764,56.0,0.0,1.0,74.0,95156.0,7.0,9.0,2000.0,0,0,4366.0,4355.0,581.0,1.0,3,9082052.0,Basic
6298,6298,89168,7.0,0.0,1.0,68.0,22649.0,9.0,6.0,2021.0,1,0,8588.0,3924.0,982.0,1.0,4,8921146.1,Basic
6299,6299,96923,94.0,1.0,0.0,2.0,90110.0,4.0,3.0,2008.0,1,1,9683.0,7278.0,392.0,0.0,4,9694422.8,Basic
6300,6300,92002,66.0,0.0,0.0,64.0,29907.0,4.0,8.0,2011.0,1,1,7791.0,7261.0,286.0,0.0,10,9201705.1,Basic
6301,6301,87547,11.0,0.0,0.0,81.0,68456.0,1.0,4.0,2008.0,0,0,7269.0,1015.0,715.0,1.0,4,8756084.8,Basic
6302,6302,18684,79.0,1.0,0.0,42.0,12905.0,8.0,7.0,1990.0,0,0,501.0,6964.0,897.0,0.0,6,1877347.0,Basic
6303,6303,37647,64.0,1.0,0.0,7.0,42480.0,8.0,9.0,2017.0,0,0,7865.0,155.0,558.0,0.0,8,3770389.7,Basic
6304,6304,50956,33.0,0.0,0.0,25.0,84479.0,5.0,9.0,2008.0,0,1,3939.0,7465.0,370.0,0.0,1,5096675.8,Basic
6305,6305,6592,59.0,0.0,0.0,99.0,784.0,8.0,6.0,2014.0,1,0,3049.0,3677.0,396.0,0.0,7,666733.4,Basic
6306,6306,5065,71.0,0.0,0.0,89.0,31117.0,10.0,7.0,1997.0,1,1,5208.0,4222.0,860.0,0.0,1,516232.7,Basic
6307,6307,32328,27.0,1.0,1.0,39.0,5499.0,2.0,3.0,1999.0,1,0,7386.0,8846.0,266.0,1.0,1,3238634.9,Luxury
6308,6308,37302,91.0,0.0,1.0,29.0,31986.0,7.0,9.0,1994.0,1,1,9278.0,87.0,635.0,1.0,8,3734886.4,Basic
6309,6309,8910,20.0,1.0,0.0,93.0,17564.0,3.0,5.0,2012.0,1,0,3097.0,641.0,223.0,0.0,7,898488.2,Basic
6310,6310,19339,2.0,1.0,0.0,81.0,79356.0,2.0,3.0,2003.0,1,0,9699.0,9342.0,889.0,1.0,4,1939172.3,Basic
6311,6311,59993,13.0,1.0,1.0,67.0,83164.0,2.0,4.0,2015.0,1,0,7159.0,4934.0,324.0,1.0,3,6009243.5,Luxury
6312,6312,78280,53.0,0.0,0.0,42.0,84432.0,10.0,5.0,2019.0,1,1,8984.0,9429.0,646.0,1.0,7,7830865.9,Basic
6313,6313,89022,48.0,1.0,0.0,44.0,15308.0,4.0,10.0,2004.0,0,1,4759.0,5470.0,123.0,0.0,1,8904794.4,Basic
6314,6314,33749,74.0,0.0,1.0,38.0,73976.0,10.0,7.0,1999.0,1,1,1729.0,7952.0,616.0,1.0,2,3380855.9,Basic
6315,6315,58657,94.0,0.0,0.0,29.0,19097.0,2.0,3.0,2003.0,1,1,1608.0,9572.0,556.0,0.0,5,5867038.3,Basic
6316,6316,49757,66.0,1.0,1.0,43.0,93653.0,9.0,8.0,2000.0,1,1,5681.0,4909.0,257.0,1.0,2,4982131.0,Luxury
6317,6317,97539,70.0,1.0,0.0,88.0,46421.0,7.0,10.0,1990.0,1,1,4165.0,5523.0,447.0,0.0,10,9761326.0,Basic
6318,6318,27113,22.0,1.0,0.0,19.0,71247.0,1.0,3.0,1996.0,1,1,3856.0,4186.0,765.0,1.0,4,2714670.6,Basic
6319,6319,27465,65.0,0.0,1.0,39.0,49274.0,4.0,2.0,2006.0,0,1,374.0,9127.0,611.0,1.0,4,2751182.6,Basic
6320,6320,5856,98.0,1.0,1.0,95.0,39298.0,8.0,9.0,2012.0,0,1,8073.0,6431.0,310.0,1.0,3,598716.2,Basic
6321,6321,18198,25.0,0.0,1.0,66.0,92677.0,9.0,2.0,2009.0,1,0,4239.0,6223.0,782.0,0.0,2,1828162.9,Basic
6322,6322,85904,65.0,1.0,0.0,43.0,19533.0,8.0,10.0,1996.0,1,1,7909.0,6307.0,434.0,1.0,9,8594924.6,Basic
6323,6323,41369,18.0,0.0,1.0,71.0,43118.0,10.0,7.0,2013.0,1,0,433.0,6704.0,256.0,0.0,1,4141342.3,Basic
6324,6324,28988,14.0,1.0,0.0,38.0,56444.0,2.0,6.0,2014.0,0,0,9968.0,6430.0,977.0,1.0,5,2907130.4,Basic
6325,6325,1160,52.0,0.0,1.0,63.0,47543.0,10.0,3.0,1993.0,0,0,7901.0,9093.0,337.0,1.0,1,122122.3,Basic
6326,6326,21459,92.0,0.0,1.0,10.0,53085.0,1.0,8.0,1999.0,0,0,8525.0,6862.0,776.0,1.0,7,2149347.9,Basic
6327,6327,12426,33.0,1.0,1.0,40.0,68790.0,5.0,2.0,2020.0,0,0,5838.0,262.0,901.0,1.0,9,1253371.0,Basic
6328,6328,51010,24.0,0.0,1.0,65.0,5199.0,2.0,10.0,2018.0,1,1,3391.0,7566.0,622.0,1.0,9,5106590.8,Basic
6329,6329,19510,23.0,1.0,1.0,97.0,70810.0,1.0,5.0,2008.0,0,1,8509.0,5309.0,274.0,1.0,1,1960391.8,Basic
6330,6330,656,98.0,0.0,1.0,12.0,35503.0,4.0,3.0,2016.0,0,0,5947.0,932.0,707.0,1.0,10,68528.6,Basic
6331,6331,79499,39.0,1.0,1.0,79.0,2267.0,3.0,7.0,2013.0,1,0,5217.0,2016.0,198.0,0.0,4,7955951.3,Luxury
6332,6332,69101,90.0,1.0,0.0,2.0,94023.0,1.0,7.0,2017.0,0,1,9455.0,9104.0,506.0,1.0,6,6914075.7,Basic
6333,6333,39445,100.0,0.0,0.0,66.0,31733.0,10.0,5.0,1990.0,1,1,1391.0,4942.0,992.0,0.0,10,3947777.0,Basic
6334,6334,10092,70.0,0.0,0.0,89.0,56973.0,1.0,2.0,1992.0,0,1,1367.0,7462.0,289.0,1.0,9,1013476.2,Basic
6335,6335,12624,45.0,0.0,0.0,68.0,60917.0,4.0,4.0,2001.0,0,1,270.0,5844.0,506.0,0.0,10,1268100.1,Basic
6336,6336,30630,62.0,0.0,1.0,65.0,24522.0,1.0,5.0,1996.0,0,0,2190.0,295.0,965.0,1.0,4,3072463.6,Basic
6337,6337,55113,22.0,1.0,1.0,12.0,52712.0,10.0,8.0,2016.0,0,1,2108.0,3446.0,936.0,0.0,0,5519790.6,Basic
6338,6338,80656,29.0,1.0,1.0,26.0,27113.0,1.0,8.0,2012.0,0,1,5837.0,1814.0,127.0,0.0,4,8072208.2,Basic
6339,6339,29524,52.0,0.0,1.0,89.0,30203.0,9.0,3.0,2020.0,1,1,5614.0,3923.0,989.0,1.0,10,2965157.0,Basic
6340,6340,19969,96.0,1.0,0.0,36.0,50290.0,10.0,4.0,2011.0,0,0,2056.0,8193.0,799.0,1.0,1,2003559.1,Basic
6341,6341,51875,4.0,1.0,0.0,14.0,72870.0,7.0,7.0,2004.0,0,0,8764.0,3150.0,427.0,1.0,4,5193634.4,Basic
6342,6342,56188,31.0,1.0,1.0,56.0,11214.0,1.0,1.0,2018.0,1,1,29.0,9195.0,316.0,0.0,9,5627165.8,Luxury
6343,6343,77849,12.0,0.0,0.0,55.0,61149.0,5.0,9.0,2002.0,0,0,1951.0,48.0,303.0,0.0,8,7789805.2,Basic
6344,6344,75593,62.0,1.0,1.0,88.0,61369.0,6.0,10.0,2013.0,1,0,2776.0,609.0,546.0,1.0,10,7567839.3,Luxury
6345,6345,4722,57.0,0.0,0.0,99.0,9659.0,10.0,1.0,1995.0,1,1,806.0,9281.0,456.0,0.0,3,481417.5,Basic
6346,6346,59545,65.0,0.0,1.0,21.0,90618.0,1.0,10.0,2020.0,0,1,5558.0,5073.0,642.0,0.0,9,5958908.0,Basic
6347,6347,35652,48.0,0.0,0.0,33.0,75797.0,9.0,3.0,1996.0,1,0,9009.0,181.0,716.0,0.0,4,3569151.6,Basic
6348,6348,30239,27.0,1.0,1.0,5.0,98719.0,7.0,2.0,2016.0,1,1,9134.0,6671.0,102.0,1.0,0,3029749.6,Luxury
6349,6349,50148,10.0,0.0,1.0,94.0,20243.0,9.0,2.0,2019.0,1,1,2053.0,3543.0,431.0,0.0,5,5027305.9,Basic
6350,6350,51812,43.0,1.0,1.0,55.0,93096.0,6.0,1.0,2018.0,1,0,9444.0,9785.0,763.0,1.0,2,5192250.8,Luxury
6351,6351,87858,18.0,0.0,0.0,31.0,94960.0,6.0,9.0,2020.0,0,1,8181.0,7529.0,209.0,1.0,8,8786967.0,Basic
6352,6352,88328,91.0,1.0,0.0,63.0,2451.0,2.0,1.0,1992.0,0,0,7827.0,7972.0,737.0,1.0,10,8840872.2,Basic
6353,6353,92811,3.0,0.0,1.0,91.0,55214.0,5.0,5.0,2014.0,0,1,6492.0,3673.0,396.0,1.0,0,9293471.4,Basic
6354,6354,30415,40.0,0.0,1.0,66.0,11763.0,6.0,4.0,1995.0,1,1,4855.0,8017.0,624.0,0.0,1,3047736.5,Basic
6355,6355,66391,55.0,1.0,0.0,94.0,21711.0,3.0,10.0,2014.0,1,1,4667.0,3420.0,740.0,0.0,8,6650282.4,Basic
6356,6356,23623,26.0,1.0,0.0,21.0,54284.0,7.0,9.0,1997.0,0,1,3751.0,4158.0,103.0,0.0,4,2368635.7,Basic
6357,6357,33612,29.0,0.0,0.0,22.0,80147.0,6.0,1.0,1995.0,1,1,5058.0,4116.0,182.0,0.0,7,3364167.5,Basic
6358,6358,81021,39.0,0.0,1.0,42.0,88453.0,5.0,8.0,1995.0,1,1,6345.0,5639.0,252.0,1.0,0,8107700.5,Basic
6359,6359,66612,83.0,0.0,1.0,9.0,15197.0,10.0,8.0,2002.0,1,1,8084.0,9278.0,847.0,1.0,7,6664920.2,Basic
6360,6360,44248,24.0,1.0,0.0,28.0,23716.0,4.0,4.0,2018.0,0,0,2192.0,8309.0,666.0,1.0,6,4431469.8,Basic
6361,6361,53833,77.0,0.0,1.0,73.0,64384.0,5.0,8.0,1991.0,1,0,4671.0,3220.0,209.0,0.0,1,5388850.1,Basic
6362,6362,51237,92.0,1.0,1.0,32.0,9328.0,7.0,9.0,2017.0,1,0,9301.0,5658.0,388.0,0.0,7,5130743.7,Luxury
6363,6363,73748,47.0,0.0,0.0,72.0,42075.0,6.0,9.0,2001.0,1,1,6305.0,5609.0,930.0,1.0,7,7382612.1,Basic
6364,6364,32824,70.0,0.0,0.0,50.0,23029.0,3.0,8.0,2008.0,0,1,8068.0,9387.0,292.0,1.0,3,3283900.8,Basic
6365,6365,42057,90.0,0.0,0.0,17.0,19287.0,5.0,2.0,1996.0,0,0,386.0,7822.0,796.0,0.0,10,4206914.6,Basic
6366,6366,41007,20.0,1.0,1.0,67.0,8033.0,2.0,2.0,2007.0,1,1,1291.0,8564.0,308.0,1.0,8,4113915.7,Luxury
6367,6367,46953,82.0,1.0,0.0,41.0,53857.0,6.0,1.0,2006.0,0,1,4606.0,4712.0,475.0,0.0,2,4699973.6,Basic
6368,6368,91804,5.0,0.0,0.0,81.0,87339.0,3.0,9.0,1999.0,0,1,8554.0,1275.0,930.0,1.0,8,9182083.9,Basic
6369,6369,14862,49.0,0.0,0.0,71.0,44004.0,3.0,3.0,2004.0,1,0,4045.0,267.0,786.0,0.0,7,1491791.4,Basic
6370,6370,47831,53.0,1.0,0.0,6.0,87835.0,4.0,10.0,2012.0,1,0,2538.0,6505.0,976.0,1.0,10,4786864.2,Basic
6371,6371,59547,97.0,0.0,1.0,84.0,1893.0,7.0,2.0,2016.0,1,0,2680.0,7716.0,946.0,0.0,3,5967994.6,Basic
6372,6372,25063,48.0,0.0,0.0,100.0,95166.0,8.0,9.0,2019.0,0,1,7677.0,5406.0,486.0,1.0,8,2516001.9,Basic
6373,6373,85820,72.0,1.0,1.0,70.0,98420.0,7.0,9.0,2002.0,1,0,2238.0,7291.0,998.0,1.0,1,8588402.2,Luxury
6374,6374,73479,58.0,0.0,1.0,78.0,88577.0,9.0,3.0,2004.0,1,1,1567.0,4986.0,288.0,0.0,5,7356083.4,Basic
6375,6375,51566,33.0,1.0,0.0,94.0,72901.0,8.0,7.0,1998.0,0,1,8584.0,5325.0,771.0,0.0,4,5170194.8,Basic
